,Date,Ticker,Close,Dividends,High,Low,Open,Stock Splits,Volume
48,2024-01-22,MSFT,396.510009765625,0.0,400.6199951171875,393.5899963378906,400.0199890136719,0.0,27016900
49,2024-01-22,WMT,162.38999938964844,0.0,162.9499969482422,161.5,162.7899932861328,0.0,4646100
50,2024-01-23,AMZN,156.02000427246094,0.0,156.2100067138672,153.92999267578125,154.85000610351562,0.0,37986000
51,2024-01-23,GGAL,18.389999389648438,0.0,18.520000457763672,17.81999969482422,18.299999237060547,0.0,1320300
52,2024-01-23,META,385.20001220703125,0.0,388.3800048828125,382.0799865722656,384.6199951171875,0.0,15506100
53,2024-01-23,MSFT,398.8999938964844,0.0,399.3800048828125,393.92999267578125,395.75,0.0,20525900
54,2024-01-23,WMT,162.8000030517578,0.0,162.85000610351562,161.77000427246094,162.1199951171875,0.0,4022200
55,2024-01-24,AMZN,156.8699951171875,0.0,158.50999450683594,156.47999572753906,157.8000030517578,0.0,48547300
56,2024-01-24,GGAL,19.0,0.0,19.3700008392334,18.59000015258789,18.739999771118164,0.0,1504600
57,2024-01-24,META,390.70001220703125,0.0,396.1499938964844,387.80999755859375,390.0,0.0,15698500
58,2024-01-24,MSFT,402.55999755859375,0.0,405.6300048828125,400.45001220703125,401.5400085449219,0.0,24867000
59,2024-01-24,WMT,160.5,0.0,163.07000732421875,160.32000732421875,162.89999389648438,0.0,7644300
60,2024-01-25,AMZN,157.75,0.0,158.50999450683594,154.5500030517578,156.9499969482422,0.0,43638600
61,2024-01-25,GGAL,20.31999969482422,0.0,20.31999969482422,18.989999771118164,19.0,0.0,1566100
62,2024-01-25,META,393.17999267578125,0.0,395.489990234375,385.6600036621094,390.1700134277344,0.0,15091100
63,2024-01-25,MSFT,404.8699951171875,0.0,407.010009765625,402.5299987792969,404.32000732421875,0.0,21021200
64,2024-01-25,WMT,162.83999633789062,0.0,162.8699951171875,160.4199981689453,161.39999389648438,0.0,5456500
65,2024-01-26,AMZN,159.1199951171875,0.0,160.72000122070312,157.91000366210938,158.4199981689453,0.0,51047400
66,2024-01-26,GGAL,21.280000686645508,0.0,21.309999465942383,20.149999618530273,20.989999771118164,0.0,1730500
67,2024-01-26,META,394.1400146484375,0.0,396.7900085449219,391.5899963378906,394.3500061035156,0.0,13163700
68,2024-01-26,MSFT,403.92999267578125,0.0,406.1700134277344,402.42999267578125,404.3699951171875,0.0,17803300
69,2024-01-26,WMT,164.27000427246094,0.0,164.3800048828125,162.66000366210938,163.0500030517578,0.0,5248800
70,2024-01-29,AMZN,161.25999450683594,0.0,161.2899932861328,158.89999389648438,159.33999633789062,0.0,45270400
71,2024-01-29,GGAL,21.280000686645508,0.0,21.360000610351562,20.139999389648438,20.450000762939453,0.0,2121700
72,2024-01-29,META,401.0199890136719,0.0,402.92999267578125,393.1000061035156,394.989990234375,0.0,18742400
73,2024-01-29,MSFT,409.7200012207031,0.0,409.9800109863281,404.3299865722656,406.05999755859375,0.0,24510200
74,2024-01-29,WMT,165.0399932861328,0.0,165.41000366210938,163.52000427246094,164.35000610351562,0.0,6080100
75,2024-01-30,AMZN,159.0,0.0,161.72999572753906,158.49000549316406,160.6999969482422,0.0,45207400
76,2024-01-30,GGAL,21.5,0.0,21.979999542236328,21.149999618530273,21.5,0.0,1448100
77,2024-01-30,META,400.05999755859375,0.0,406.3599853515625,399.57000732421875,403.5899963378906,0.0,18614700
78,2024-01-30,MSFT,408.5899963378906,0.0,413.04998779296875,406.45001220703125,412.260009765625,0.0,33477600
79,2024-01-30,WMT,165.58999633789062,0.0,165.80999755859375,163.6199951171875,164.6999969482422,0.0,5090000
80,2024-01-31,AMZN,155.1999969482422,0.0,159.00999450683594,154.80999755859375,157.0,0.0,50284400
81,2024-01-31,GGAL,21.610000610351562,0.0,22.260000228881836,21.18000030517578,21.420000076293945,0.0,1067800
82,2024-01-31,META,390.1400146484375,0.0,398.0,387.1000061035156,389.0,0.0,20180800
83,2024-01-31,MSFT,397.5799865722656,0.0,415.32000732421875,397.2099914550781,406.9599914550781,0.0,47871100
84,2024-01-31,WMT,165.25,0.0,167.8000030517578,165.11000061035156,167.8000030517578,0.0,8711600
85,2024-02-01,AMZN,159.27999877929688,0.0,159.75999450683594,155.6199951171875,155.8699951171875,0.0,76542400
86,2024-02-01,GGAL,21.829999923706055,0.0,22.049999237060547,21.3799991607666,21.770000457763672,0.0,845400
87,2024-02-01,META,394.7799987792969,0.0,400.5,393.04998779296875,393.94000244140625,0.0,29727100
88,2024-02-01,MSFT,403.7799987792969,0.0,408.0,401.79998779296875,401.8299865722656,0.0,30657700
89,2024-02-01,WMT,168.30999755859375,0.0,168.35000610351562,165.17999267578125,165.6999969482422,0.0,6930900
90,2024-02-02,AMZN,171.80999755859375,0.0,172.5,167.3300018310547,169.19000244140625,0.0,117154900
91,2024-02-02,GGAL,21.899999618530273,0.0,21.979999542236328,21.420000076293945,21.600000381469727,0.0,532600
92,2024-02-02,META,474.989990234375,0.0,485.9599914550781,453.010009765625,459.6000061035156,0.0,84615500
93,2024-02-02,MSFT,411.2200012207031,0.0,412.6499938964844,403.55999755859375,403.80999755859375,0.0,28245000
94,2024-02-02,WMT,169.57000732421875,0.0,170.5800018310547,167.9199981689453,168.14999389648438,0.0,7218900
95,2024-02-05,AMZN,170.30999755859375,0.0,170.5500030517578,167.6999969482422,170.1999969482422,0.0,55081300
96,2024-02-05,GGAL,20.770000457763672,0.0,21.950000762939453,20.469999313354492,21.809999465942383,0.0,988600
97,2024-02-05,META,459.4100036621094,0.0,471.8999938964844,459.2200012207031,469.8800048828125,0.0,40832400
98,2024-02-05,MSFT,405.6499938964844,0.0,411.1600036621094,403.989990234375,409.8999938964844,0.0,25352300
99,2024-02-05,WMT,168.66000366210938,0.0,170.00999450683594,168.07000732421875,170.00999450683594,0.0,6381700
100,2024-02-06,AMZN,168.76010131835938,0.0,170.7100067138672,167.64999389648438,169.38999938964844,0.0,25809813
101,2024-02-06,GGAL,20.52400016784668,0.0,21.28499984741211,20.309999465942383,20.780000686645508,0.0,790840
102,2024-02-06,META,457.239990234375,0.0,467.1199951171875,453.0299987792969,464.0,0.0,15720948
103,2024-02-06,MSFT,403.5293884277344,0.0,407.9700012207031,402.9100036621094,405.8800048828125,0.0,11812726
104,2024-02-06,WMT,169.6699981689453,0.0,169.9499969482422,168.33999633789062,168.7899932861328,0.0,2655804
